sub_kategori,kategori,nama,alamat,rating,jumlah_ulasan
Posyandu & Poskesdes,Kesehatan,Kantor Pos Gresik,"Jalan Doktor Soetomo No.135, Tlogopatut, Gresik, Jl. Dr. Soetomo No.135, Trate, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",3.5,313.0
Posyandu & Poskesdes,Kesehatan,Kantor Pos Ujungpangkah,"Jl. Pendidikan No.1978, Pendilwesi, Pangkah Wetan, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61154, Indonesia",4.1,7.0
Posyandu & Poskesdes,Kesehatan,POLINDES DAHLIA,"WH73+26J, Jl. H. Noloyudo, RT.03/RW.01, Pentol, Sumberejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Posyandu & Poskesdes,Kesehatan,POLINDES WONOREJO,"PC3G+9C5, Tanah, Tanah Landean, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",,
Posyandu & Poskesdes,Kesehatan,POSKES 05.10. 11 GRESIK,"Jl. Kartini No.33 B, Kesemen, Tlogopatut, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,POSKESDES,"VF5G+487, Kandangan, Kec. Duduksampeyan, Kabupaten Gresik, Jawa Timur 61162, Indonesia",,
Posyandu & Poskesdes,Kesehatan,POSKESDES Desa Randu Padangan,"PJG4+J4J, Jl. Kyai Umar Al Faruq, Randu, Randupadangan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
Posyandu & Poskesdes,Kesehatan,POSKESDES SIDAYU,"2H3F+G6Q, Mojoasem, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Polindes,"XHJ6+GCH, Pegundan, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,Polindes Baliktrs,"6M7Q+MMW, Kebontelukdalam, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Polindes Desa Daun Kec. Sangkapura,"Jl. Mutiara indah No.08, Daun, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.0,1.0
Posyandu & Poskesdes,Kesehatan,Polindes Gumeng,"XHPF+8JV, Gumeng, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Polindes Jrebeng,"XFV7+WVW, Jrebeng, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Polindes Sidowungu,"Jl. Raya Menganti Sidowungu No.Desa, RT.02/RW.01, Pengampon, Sidowungu, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.3,3.0
Posyandu & Poskesdes,Kesehatan,Polindes Suci,"Jl. Kyai H. Syafiꞌi No.66, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Polindes Tenaru Driyorejo Gresik,"MJ2H+2X9, Desa Tenaru, Driyorejo, Dusun Gading, Cangkir, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.2,5.0
Posyandu & Poskesdes,Kesehatan,"Pondok Kesehatan Desa ""POSKESDES"" Desa Segoromadu","RJ5V+G73, Jl. Mayjend Sungkono, Segoromadu, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61123, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Pondok Kesehatan Desa (PONKESDES),"JG2C+C6F, Krajan II, Wringinanom, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Ponkesdes Suci,"VJ32+JVR, Jl. Kyai H. Syafiꞌi, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.3,6.0
Posyandu & Poskesdes,Kesehatan,Pos Kesehatan Desa,"Jl. Malik Ibrahim No.5a, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Pos Kesehatan Desa Sejahtera,"Jl. Malik Ibrahim No.62, Gapuro Sukolilo, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Pos Kesehatan Desa Tanggul Rejo,"WG6Q+FQ7, Area Sawah/Kebun, Tanggulrejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Pos Paud dan Posyandu desa Cerme Kidul,"QH99+W7H, Cerme Kidul Gg. VII, Cerme Kidul, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Poskesdes,"RMR3+JF5, Jl. MH.Thamrin Gg. 1, Pekauman, Pekelingan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Poskesdes Desa Belahan Rejo,"Belahan Rejo No.17,, Jl. Raya Kedamean, Slempit, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Poskesdes Desa Slempit,"Jalan Sarijoyo No.163, Kedamean, Lingsir, Slempit, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Poskesdes Desa Tanjung Kedamean,"RT.2 RW.4, Jl. Raya Tj. Kedamean, Area Sawah/Kebun, Tanjung, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,Poskesdes Ima'an,"2F8F+FHQ, Ima An, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Poskesdes Sambipondok,"2GGG+P58, Unnamed Road, Sambipondok, Bolo, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61153, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Posyandu,"JH93+9VH, Utara, Sumengko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,Posyandu Mawar,"Jl. RA. Kartini, Lemahdelik, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Posyandu Paud JMP DAN Taman Anak Sejahtera Kartini,"Jalan Suaka Burung 1 A No 1 Kec Ujungpangkah Kel Gresik, Pendilwesi, Pangkahkulon, Gresik, Kabupaten Gresik, Jawa Timur 61154, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,Posyandu Teratai,"XH6M+RH2, Jl. KH. Hasyim Asy'ari, Indrodelik, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Posyandu Watupasang Kedamean,"MHF9+F7Q, Watupasang, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Pusat Layanan 'Aisyiyah,"Jl. Ikan Gurami IV No.12, Pekauman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",5.0,2.0
Posyandu & Poskesdes,Kesehatan,Puskesmas Benjeng,"JL Raya Nyanyat No.34, Benjeng, Bulurejo, Kec. Benjeng, Kabupaten Gresik, Jawa Timur 61172, Indonesia",4.1,218.0
Posyandu & Poskesdes,Kesehatan,Puskesmas Ujung Pangkah,"Jl. Sitarda No.14, Sitarda, Pangkahkulon, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61154, Indonesia",4.3,45.0
Posyandu & Poskesdes,Kesehatan,Radar Gresik,"Jl. Pahlawan No.46, Tlogobendung, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",4.4,49.0
Posyandu & Poskesdes,Kesehatan,SPS TAMAN POSYANDU PAUD PERMATA BUNDA NGARGOSARI,"Jl. Dewi Sekardadu No.28, Gunungsari, Ngargosari, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Posyandu & Poskesdes,Kesehatan,SPS Taman Posyandu Az Zahrah Sukorejo,"WHWH+PQ6, Lemahdelik, Sukorejo, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Sidogedungbatu,"Sidogedungbatu, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Sps Taman Posyandu Paud Mutiara Hati,"Jl. Raya Bringkang No.213, Talun, Bringkang, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Sps Taman Posyandu Paud Permata Hati,"Jl. Raya Golokan No.20, RT.1/RW.2, Golokan, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",,
Posyandu & Poskesdes,Kesehatan,TAMAN POSYANDU PAUD ALYSA KISIK,"XH8G+7VH, Karangjarak, Kisik, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Taman Posyandu Kasih Bunda,"3FXP+436, Sidorejo, Dalegan, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",5.0,1.0
Posyandu & Poskesdes,Kesehatan,Taman Posyandu PAUD Pelangi Desa Wedoroanom,"MHFW+8HG, Jl. Wedoroanom, RT.005/RW.002, Dusun Kota Baru Driyo, Wedoroanom, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
Posyandu & Poskesdes,Kesehatan,"Taman Posyandu Paud ""Mutiara Bunda""","JJRR+2FM, Ngambar, Bambe, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
Posyandu & Poskesdes,Kesehatan,Taman posyandu Mawar Melati,"2HX4+5J4, Jl. Raya Karangrejo, Karangrejo, Ketapang Lor, Kec. Ujungpangkah, Kabupaten Gresik, Jawa Timur 61154, Indonesia",,
Posyandu & Poskesdes,Kesehatan,posyandu sari indah,"JHQF+WF3, RT.01/RW.BlokJ20 Desa, Dusun Banjarsari, Battu Winangun, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,
Posyandu & Poskesdes,Kesehatan,taman posyandu,"WHQ6+JFQ, Ngampel, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Puskesmas,Kesehatan,"Griya Sehat Ahsan : Pengobatan Alternatif PAZ ALKASAW Jantung, Saraf Kejepit, GERD, Stroke, Diabetes, Autis, Speech delay","Perum Kota Baru Driyorejo Jl. Mutiara 1.2 No.11B, AB No.01, Mulung, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,44.0
Puskesmas,Kesehatan,Kantor Kesehatan Pelabuhan Kelas 1 Surabaya Wilker Gresik,"RMV5+7M8, No, Jl. Harun Thohir No.37, Pulopancikan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",4.5,48.0
Puskesmas,Kesehatan,Klinik Mabarrot Hasyimiyah NU Manyar,"Jl. Kyai Sahlan I No.21, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.7,220.0
Puskesmas,Kesehatan,Klinik Pratama Rawat Inap Al-Manar,"Jalan kebun agung, Lebak, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.7,11.0
Puskesmas,Kesehatan,PUSKEMAS PEMBANTU KEDANYANG,"RJ85+WHH, Kedanyang, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.1,15.0
Puskesmas,Kesehatan,PUSKESMAS KARANGANDONG,"Jl. Karangandong No.6, Dusun Banjarsari, Banjaran, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.1,211.0
Puskesmas,Kesehatan,PUSKESMAS PANCENG,"Jl. Raya Panceng No.58 Prupuh, Ketanen, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.5,384.0
Puskesmas,Kesehatan,PUSKESMAS PEMBANTU DESA KEMANGI,"XHG9+8H8, Jl. KH. Wahab Hasbullah No.3, Area Sawah/Kebun, Kemangi, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,1.0
Puskesmas,Kesehatan,PUSKESMAS SLEMPIT,"puskesmas, Slempit, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.2,145.0
Puskesmas,Kesehatan,PUSTU KELOMPANGGUBUG,"6JWV+57, Sukaoneng, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Puskesmas,Kesehatan,PUSTU Kepuh Teluk,"7P34+VGR, Kepuh Tlk., Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Puskesmas,Kesehatan,PUSTU LABAN,"MJX9+C2X, Laban Wetan, Laban, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
Puskesmas,Kesehatan,PUSTU MOROBAKUNG,"WHR3+RJ5, Sumber Agung, Morobakung, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Puskesmas,Kesehatan,PUSTU SAWO,"298G+H5V, Sawo, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Puskesmas,Kesehatan,PUSTU Telukjati Dawang,"6JG7+MCX, Tlk. Jatidawang, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Puskesmas,Kesehatan,Puskemas pembantu Desa Roomo,"VJ5H+72V, Jl. Roomo Gg. II, RT.06/RW.01, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",5.0,3.0
Puskesmas,Kesehatan,Puskesmas Alun-Alun,"Jl. Pahlawan No.1, Bedilan, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",3.9,343.0
Puskesmas,Kesehatan,Puskesmas Bungah,"Jl. Raya Bungah No.15, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.3,178.0
Puskesmas,Kesehatan,Puskesmas Cerme,"Jl. Raya Cerme Kidul No.52, Cerme Kidul, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.1,378.0
Puskesmas,Kesehatan,Puskesmas Duduk Sampeyan,"Jl. Raya No.45, Duduksampean, Duduk Sampeyan, Kec. Duduksampeyan, Kabupaten Gresik, Jawa Timur 61162, Indonesia",4.0,206.0
Puskesmas,Kesehatan,Puskesmas Dukun,"Jalan Raya No.37, Kalirejo, Sembungan Kidul, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",4.1,53.0
Puskesmas,Kesehatan,Puskesmas Gending,"Jl. Veteran No.175, Gending Wetan, Singosari, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61123, Indonesia",4.7,340.0
Puskesmas,Kesehatan,Puskesmas Industri,"Jl. Arif Rahman Hakim Gresik No.100, Pekauman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",4.5,452.0
Puskesmas,Kesehatan,Puskesmas Kebomas,"Jl. Sunan Giri No.31, Kesemen, Kebomas, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",3.9,579.0
Puskesmas,Kesehatan,Puskesmas Kedamean,"Jl. Raya Kedamean No.1, Ngepung, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.0,97.0
Puskesmas,Kesehatan,Puskesmas Kepatihan,"Jl. Raya Kepatihan No.151, Guntung, Kepatihan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.4,398.0
Puskesmas,Kesehatan,Puskesmas Manyar,"Jl. Raya Manyar No.Timur, RW.1, Tenger, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.6,303.0
Puskesmas,Kesehatan,Puskesmas Menganti,"Jl. Raya Menganti No.225, Tlogo Bedah, Hulaan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",3.9,546.0
Puskesmas,Kesehatan,Puskesmas Nelayan,"Jl. Gubernur Suryo No.33, Lumpur, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",3.9,117.0
Puskesmas,Kesehatan,Puskesmas Pembantu,"MH2W+P9R, Jl. Raya Mojosarirejo, Perum Sumput Asri, Sumput, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.2,10.0
Puskesmas,Kesehatan,Puskesmas Pembantu (PUSTU) Desa Lebak,"5J79+GJM, Sungairaya, Lebak, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.7,3.0
Puskesmas,Kesehatan,Puskesmas Pembantu (PUSTU) Ngasin,"Jl. Raya Ngasin, Dereng, Ngasin, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Betoyoguci Kecamatan Manyar,"WH58+29M, Jl. Poros Jl. Betoyo Raya, Barang Kidul, Betoyoguci, Manyar, Gresik Regency, East Java 61151, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Kambingan,"QGPW+MR5, Kambingan, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,3.0
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Kramat,"XJ2X+23F, Unnamed Road, Ujungsawo, Kramat, Kec. Bungah, Kabupaten Gresik, Jawa Timur, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Lasem,"2G64+57P, Jl. Sumur Bengawan Lasem Sidayu, Sambogunung, Gresik, Kabupaten Gresik, Jawa Timur 61153, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Melirang,"XG6M+9JV, Jl. Desa Melirang Wetan, RT.01/RW.01, Kalimalang, Mojopuro Wetan, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Menunggal,"JGXV+372, Jl. Raya Kedamean Utara, Lumpang, Menunggal, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Sekarputih,"MCWR+H7P, Jedong, Sekar Putih, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Wates Tanjung,"JHG5+4FW sebelah Makam, Jl. Raya Wates Tj., Kauman, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,2.0
Puskesmas,Kesehatan,Puskesmas Pembantu Desa Wotan,"2FQP+55F, Wotan, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",5.0,5.0
Puskesmas,Kesehatan,Puskesmas Pembantu Karangkiring,"RM76+F59, Jl. Kapten Darmo Sugondo, Indro Kidul, Karangkering, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Krikilan,"JH7G+XPH, Dusun Legundi, Krikilan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Leran,"VHGV+4HX, Jl. Raya Peganden, Leran, Peganden, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Ngargosari,"Jl. Dewi Sekardadu No.20, Karangsong, Tlogopatut, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Pongangan,"VJ54+5G8, Jl. Kyai H. Syafiꞌi, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",5.0,5.0
Puskesmas,Kesehatan,Puskesmas Pembantu Randu Agung,"RJQF+8C8, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",,
Puskesmas,Kesehatan,Puskesmas Pembantu Sidomukti,"XGC7+X5C, Jalan Raya, Pucung, Sidomukti, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Singosari,"Jl. Kapten Dulasim No.63, Jegong, Pulopancikan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",5.0,1.0
Puskesmas,Kesehatan,Puskesmas Pembantu Yosowilangun,"RJV6+CX2, Gn. Malang, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Puskesmas,Kesehatan,"Puskesmas Sangkapura, Gresik","Jl. Raya Rujing No.17, Sungai Tlk., Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.3,20.0
Puskesmas,Kesehatan,Puskesmas Sidayu,"Raya, Pekuncen, Raci Tengah, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.0,75.0
Puskesmas,Kesehatan,Puskesmas Sukomulyo,"Jl. Kalimantan No.104, Wonorejo, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.4,435.0
Puskesmas,Kesehatan,Puskesmas Tambak Pulau Bawean Gresik Jawa Timur,"7J8X+QC8, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",4.9,31.0
Puskesmas,Kesehatan,Pustu Balikterus,"6M7Q+MMX, Kebontelukdalam, Balikterus, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
Puskesmas,Kesehatan,Pustu Sidogedungbatu,"6P2J+J7C, Dusun Batusendi Desa, Kebontelukdalam, Sidogedungbatu, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
Puskesmas,Kesehatan,Pustu Tajung Widoro,"XJ7W+44J, Sidofajar, Kramat, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",,
Puskesmas,Kesehatan,Pustu desa padeg,"RH63+H57, Unnamed Road, Padeg, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,1.0
Puskesmas,Kesehatan,"UGD, Puskesmas Alun alun Gresik","Jl. Pahlawan No.7, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",3.3,4.0
Puskesmas,Kesehatan,UPT Puskesmas Tambak,"Jl.Bhakti No.44, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,1.0
Puskesmas,Kesehatan,UPT. PUSKESMAS SEMBAYAT,"Jl. Raya Daendles No.19, Sembayat Timur, Karangrejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.0,87.0
Puskesmas,Kesehatan,puskesmas pembantu gulomantung,"Jl. Mayjend Sungkono No.17, Napes, Gulomantung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,2.0
Rumah Sakit,Kesehatan,BIDAN Dina Amalia,"5JM2+CM8, Unnamed Road, Dekatagung, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",5.0,2.0
Rumah Sakit,Kesehatan,Instalasi Gawat Darurat RSUD Ibnu Sina,"Jl. Dr. Wahidin Sudirohusodo No.728a, Kembangan, Dahanrejo, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.9,38.0
Rumah Sakit,Kesehatan,Klinik Mabarrot AlMustasyfa Ujung Pangkah,"No 1 Kec Ujungpangkah Kel Pangkahwetan, Jl. Sabilillah 3, Kacak Kidul, Tambak, Gresik, Kabupaten Gresik, Jawa Timur 61154, Indonesia",4.7,33.0
Rumah Sakit,Kesehatan,Klinik Mitra Medika,"JGCH+C3G, Panggang, Sembung, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",3.0,2.0
Rumah Sakit,Kesehatan,Klinik PKU Muhammadiyah Dukun,"Jl. Timur Alun-alun No.219, Kalirejo, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",4.4,110.0
Rumah Sakit,Kesehatan,Klinik RS Semen Gresik Veteran,"Jl. Kartini No.280, Kb. Dalem, Sidokumpul, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",4.8,486.0
Rumah Sakit,Kesehatan,Klinik Rawat Inap Puspa Anwar Medika,"Jl. Raya Wringinanom No.1, RT.01/RW.01, Kandang Asin, Wringinanom, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.9,268.0
Rumah Sakit,Kesehatan,Klinik Satelit Kalimantan,"Jl. Kalimantan No.29-31, Wonorejo, GKB, Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.1,729.0
Rumah Sakit,Kesehatan,Klinik Utama Rawat Inap Sumber Sehat,"Jl. Raya Kedamean No.20, Area Sawah/Kebun, Kedamean, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",3.0,12.0
Rumah Sakit,Kesehatan,LOBBY IGD/UGD RSUD IBNU SINA,"RJJ2+PMR, Unnamed Road, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,7.0
Rumah Sakit,Kesehatan,Lobby Paviliun RSUD Ibnu Sina,"RJJ2+R4P, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,2.0
Rumah Sakit,Kesehatan,Lobby RS.GRAHA HUSADA PETRO KIMIA,"Jl. PT Petrokimia Gresik Jl. Padi No.3, Tlogopojok, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",4.5,8.0
Rumah Sakit,Kesehatan,Majesta Clinic,"Jalan No.RT 13, Bureng Kidul, Kedunganyar, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Rumah Sakit,Kesehatan,Parkir Timur RSUD Ibnu Sina Gresik,"RJJ2+WPW, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.0,2.0
Rumah Sakit,Kesehatan,Perumahan Graha Mutiara Indah Driyorejo,"MH2R+JVG, Perumahan Graha Mutiara Indah, Perum Sumput Asri, Mojosarirejo, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.5,31.0
Rumah Sakit,Kesehatan,Perumahan Griya Kencana Driyorejo Kabupaten Gresik,"Perum Graha Mutiara I, Mojosarirejo, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur, Indonesia",4.3,176.0
Rumah Sakit,Kesehatan,Petro Graha Medika,"JL. Jenderal Ahmad Yani, No. 69, Kel. Ngipik, 61119, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",4.4,18.0
Rumah Sakit,Kesehatan,Praktek Mandiri Ners. Aris Nasution. Cht,"JGHX+C63, Tanjung, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,2.0
Rumah Sakit,Kesehatan,RS PKU Muhammadiyah Sekapuk,"Jalan Raya Dandels No.21, Sekapuk, Ujungpangkah, Doudo, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61154, Indonesia",4.5,655.0
