sub_kategori,kategori,nama,alamat,rating,jumlah_ulasan
Kelurahan/Desa,Pemerintahan,Balai Desa Kepuhteluk,"6PWF+6JW, Dusun Pacinan, Sidogedungbatu, Kepuh Tlk., Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",3.8,19.0
Kelurahan/Desa,Pemerintahan,Balai Desa Lama Manyarejo Manyar,"Jl. Kyai Sahlan No.2, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.8,13.0
Kelurahan/Desa,Pemerintahan,Balai Desa Lebani Suko,"Jalan Raya, Krajan, Lebanisuko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",3.4,14.0
Kelurahan/Desa,Pemerintahan,Balai Desa Pasinan Lemah Putih,"JH78+Q47, Sidokandeg, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Balai Desa Pedagangan,"JGRR+35R, Jl. Raya Pedagangan, Dukuhmundu, Watestanjung, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.5,2.0
Kelurahan/Desa,Pemerintahan,Balai Desa Peganden,"VHFX+G2M, Jl. Leran, Pesantren, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.3,12.0
Kelurahan/Desa,Pemerintahan,Balai Desa Peromaan,"7M2C+5JP, Paromaan, Peromaan, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",4.0,9.0
Kelurahan/Desa,Pemerintahan,Balai Desa Roomo,"Jl. Roomo Gg. III No.44, Maduran, Roomo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",5.0,3.0
Kelurahan/Desa,Pemerintahan,Balai Desa Sembung,"JGCH+84G, Jl. Raya Sembung, Tanggungan, Wringinanom, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.3,30.0
Kelurahan/Desa,Pemerintahan,Balai Desa Sidomukti Manyar,"Jl. Kyai Sahlan No.36, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.4,23.0
Kelurahan/Desa,Pemerintahan,Balai Desa Sumberwaru,"Jl. Raya, Patoman, Sumberwaru, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.3,151.0
Kelurahan/Desa,Pemerintahan,Balai Desa Sumput,"Jl. Raya PLN No.9, Dusun Pasinan, Sumput, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.0,1.0
Kelurahan/Desa,Pemerintahan,Balai Desa Tanjungan,"JHWW+F53, Dusun Tanjungan, Tanjungan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.3,37.0
Kelurahan/Desa,Pemerintahan,Balai Desa pegundan Bungah,"XHJ6+J83, Pegundan, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",3.0,2.0
Kelurahan/Desa,Pemerintahan,Balai Dusun BUKU desa Mondoluku,"MF2R+752, Jl. Raya Sooko, Kidul, Kesambenkulon, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Balai Pertemuan,"JFJJ+RH7, Sumbersuko, Sumbergede, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Balai dusun ngemplak,"JGX7+PP6, Jl. Ngemplak, Grenjengan, Sooko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Balai dusun sambikerep,"JFQJ+5Q9, Sambikereb, Sumbergede, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",5.0,5.0
Kelurahan/Desa,Pemerintahan,Cerme Kidul,"Cerme Kidul, Kec. Cerme, Kabupaten Gresik, Jawa Timur, Indonesia",,
Kelurahan/Desa,Pemerintahan,Gerbang TOL Kebomas,"Dahanrejo, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.7,129.0
Kelurahan/Desa,Pemerintahan,KANTOR BALAI DESA SUKOREJO,"WHWH+CHF, Lemahdelik, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,KANTOR DESA BALONGTUNJUNG,"MFVM+W6C, Balongtunjung, Kec. Benjeng, Kabupaten Gresik, Jawa Timur 61172, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,KANTOR DESA BANYUWANGI,"WH5P+377, Area Sawah/Kebun, Banyuwangi, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Kelurahan/Desa,Pemerintahan,KANTOR DESA SUKOWATI,"Jl. Raya Bungah Dukun No.7, Sukowati, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.5,2.0
Kelurahan/Desa,Pemerintahan,KANTOR Desa Dooro,"QG3C+623, Lengkong, Dooro, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.7,25.0
Kelurahan/Desa,Pemerintahan,KANTOR KELURAHAN KROMAN,"VM24+R9F, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur, Indonesia",,
Kelurahan/Desa,Pemerintahan,KANTOR KEPALA Desa TAMBAK BERAS No. 09,"QHXF+4RP, Jl. Raya Tambak Beras, Tambak Beras, Tambakberas, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.3,8.0
Kelurahan/Desa,Pemerintahan,Kantor,"QHMC+JGV, Cerme Lor, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Balai Desa Karangandong,"Jalan Raya Karang Andong No.80, Banjaran, Driyorejo, Dusun Banjaran, Banjaran, Gresik, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Balai Desa Sembayat,"Jl. Raya Pendopo No.11, Sembayat Timur, Sembayat, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.9,18.0
Kelurahan/Desa,Pemerintahan,Kantor Balai Desa Wates Tanjung,"Jl. Raya Wates Tj., RT.3/RW.1, Wates, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.3,11.0
Kelurahan/Desa,Pemerintahan,Kantor DESA Menganti,"Jl. Raya Menganti No.225, Krajan, Menganti, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",3.9,9.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Banjarsari,"Jl. Raya Banjarsari No.1, Beturing, Danau/Waduk, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.2,20.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Betoyokauman,"WH35+GHP, Kali Anyar, Betoyokauman, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.9,7.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Bungah,"Jl. Raya Bungah No.43, Bungah, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.4,15.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Campurejo,"4F82+9H7, Campurejo, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Cerme Kidul,"Jl. Raya Cerme Kidul No.114, Cerme Kidul, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",3.8,5.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Dampaan,"Dooro, Dampaan, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Gapurosukolilo Gresik,"Jl. Pahlawan No.36, Tlogobendung, Bedilan, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61113, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Gedang Kulut,"QGWM+M85, Jl. Sn.Giri, Sawahan, Gedangkulut, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Gelam,"6JM8+W5Q, Gelam, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",4.3,3.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Giri,"RJHJ+XF7, Unnamed Road, Pedukuhan, Kebomas, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Hendrosari,"QH6J+5JQ, Gatul, Pandu, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61174, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Iker-Iker Geger,"Jl. Raya Iker Geger No.13, Geger Wetan, Ikerikergeger, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.3,10.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kandangan,"QGGG+MM4, Jl. Nangka II, Kandangan, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Karangkiring,"RM66+HM9, Jl. Kapten Darmo Sugondo, Panggang, Karangkering, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kebomas,"JL Dr. Wahidin Sudiro Husodo Gang II No. 19, Kebomas, Sekarkurung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Kebontelukdalam,"5PW6+3GR, Kebontelukdalam, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kedungsekar,"QG35+53H, Unnamed Road, Kedungsambi, Kedungsekar, Benjeng, Gresik Regency, East Java 61172, Indonesia",4.2,13.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kembangan,"Jl. Mayjend Sungkono No.30, Klangonan, Kembangan, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.0,10.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kepuhlegundi,"6PRF+2H6, Unnamed Rd, Sidogedungbatu, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa KesambenWETAN,"MJ2C+WPR, Dusun Kelampok, Kesambenwetan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kesambenkulon,"JGW5+48J, Grenjengan, Sooko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.3,6.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Klangonan,"Jl. Sunan Prapen Gg. II No.70, Pedukuhan, Kebomas, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Kotakusuma,"5M33+P32, Kotakusuma, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Manyar Sidorukun,"Jl. Kyai Sahlan XXIV No.02, Manyarejo, Manyar Sido Rukun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Manyarrejo Baru,"VJG3+R46, Jl. Makam Dalem Manyar, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.5,2.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Masangan,"XH33+RMR, Jalan Masangan Masangan Bungah, Masangan Tengah, Masangan, Gresik, Kabupaten Gresik, Jawa Timur 61152, Indonesia",4.4,5.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Mondoluku,"MF2W+GPX, Kidul, Kesambenkulon, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",4.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Mulung,"Jl. Raya Mulung, Bambe, Mulung, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.5,10.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Padeg,"RH63+JFG, Jl. Ke Desa Padeg, Padeg, Banjarsari, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.4,8.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Pandu,"Jl. Pandu No.19, Tugu, Pandu, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Pekalongan Tambak Gresik,"7J3V+HMJ, Jl.Sadar, Pekalongan, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Pinggir,"QC6W+P47, Juwet, Pinggir, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",4.4,8.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Pringu,"Jl. Panglima Sudirman No.111, Kramatandap, Gapurosukolilo, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Segoromadu,"RJ6W+P9P, Jl. Segoro Madu No.1, RW.40, Segoromadu, Gending, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61123, Indonesia",4.2,10.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sekarkurung,"RJG9+RR6, Sekarkurung, Kebomas, Jetak, Sekarkurung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",4.5,12.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Semampir,"Jl. Semampir No.11, Semampir, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.8,4.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sidomukti,"RJGM+8J4, Sidomukti, Kebomas, Sudomukti, Sekarkurung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.6,12.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sidorukun,"Jl. Amak Khasim III No.61, Sidorukun, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61112, Indonesia",4.4,50.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sidowungu,"PJ23+XJJ, Jl. Raya Menganti Sidowungu, Pengampon, Setro, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.6,10.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Suci,"Jl. Kyai H. Syafiꞌi No.108, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.8,20.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sukaoneng,"6JXQ+PR6, Sukaoneng, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sukorejo Kecamatan Kebomas,"RJ5P+352, Jagongan, Sukorejo, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 60192, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Sumbergede,"Wetan, Sumbergede, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",3.9,14.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sumengko,"JH54+FQM, Unnamed Road, Sidomoro Sidotompo, Sumengko, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",3.8,12.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Sungonlegowo,"61152, Jl. Pemuda No.02, Legowo, Sungonlegowo, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61153, Indonesia",4.8,5.0
Kelurahan/Desa,Pemerintahan,Kantor Desa TAMBAK,"7J9X+62H, Dusun Laok Songai Kecamatan Tambak, Tambak, Bawean, Kabupaten Gresik, Jawa Timur 61182, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Desa Telukjatidawang,"6JG6+QFJ, Tlk. Jatidawang, Tambak, Kabupaten Gresik, Jawa Timur 61182, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Desa Yosowilangun,"Jl. Kng Brotonegoro No.1, Yosowilangun, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.9,15.0
Kelurahan/Desa,Pemerintahan,Kantor KELURAHAN lumpur,"Jl. Sindujoyo No.10, Lumpur, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61117, Indonesia",5.0,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kecamatan Kebomas,"Jl. Sunan Giri No.33, Kesemen, Sukorame, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.5,18.0
Kelurahan/Desa,Pemerintahan,Kantor Kecamatan Manyar,"Jl. Raya Manyar No.33, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",3.8,12.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Desa Tenggor,"QC3M+J2F, Tenggor, Kec. Balongpanggang, Kabupaten Gresik, Jawa Timur 61173, Indonesia",5.0,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Karangpoh,"Jl. Samanhudi No.161, Karangpoh, Kemuteran, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",5.0,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Karangturi,"KOMPLEKS RUSUNAWA, Jl. Usman Sadar, Sukorame, Karangturi, Gresik, Gresik Regency, East Java 61118, Indonesia",4.3,4.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Kawisanyar,"Jl. Sunan Giri No.59, Kesemen, Ngipik, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.5,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Kebomas,"Jl. Dr. Wahidin Sudirohusodo No.30, Putat Luar, Sukorame, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.2,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Kebungson,"Jl. Kh. Kholil No.20, Pekelingan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61115, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Kesamben Wetan,"Jl. Kesamben Wetan No.5, Dusun Kelampok, Tenaru, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Ngargosari,"Jl. Dewi Sekardadu No.16, Gunungsari, Ngargosari, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Ngipik,"Jl. DR. Sutomo Gg. II A No.2A/4, Ngipik, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61119, Indonesia",4.7,6.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Pekauman,"Jl. KH. Abdul Karim No.23/10, Pekauman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61114, Indonesia",4.7,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Sidokumpul,"Jl. Jaksa Agung Suprapto No.18, Tlogobendung, Sidokumpul, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61111, Indonesia",3.8,8.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Sidomoro,"RMJ2+V2J, Jl. Arif Rahman Hakim Gresik, Injen Barat, Tlogobendung, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61122, Indonesia",5.0,4.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Sukorame,"Jl. Usman Sadar No.135, Ngipik, Karangpoh, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61116, Indonesia",1.7,12.0
Kelurahan/Desa,Pemerintahan,Kantor Kelurahan Tlogopojok,"RJXV+GXX, Jl. GubernurSuryo XI, Lumpur, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa,"Jl. Raya Munggugianti No.19, Gianti, Munggugianti, Kec. Benjeng, Kabupaten Gresik, Jawa Timur 61172, Indonesia",3.4,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Abar-abir Kec. Bungah,"Jl. Wisuda No.143, Abar Abir, Abar-Abir, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Babaksari,"Jalan Raya, RT.1/RW.1, Saniworejo, Babaksari, Gresik, Kabupaten Gresik, Jawa Timur 61155, Indonesia",4.5,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Banjaran,"Jalan Raya No.16, Dusun Mojotanjung, Banjaran, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",3.5,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Bedanten,"Jl. Raya Bedanten No.1, Badanten, Sukorejo, Kec. Bungah, Kabupaten Gresik, Jawa Timur 61152, Indonesia",3.3,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Belahan Rejo,"Belahan Rejo No.17,, Jl. Raya Kedamean, Belahanrejo, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.8,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Bringkang,"Jl. Ds. Bringkang No.212, Talun, Bringkang, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.3,19.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Cermen,"PGC8+Q2M, Cermenlerek, Kedamean, Gorekan Kidul, Cermenlerek, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.2,13.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Dadap Kuning,"Jalan Raya Dadap Kuning No. 63, Dadapkuning, Cerme, Dadapkuning, Gresik, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Dahanrejo,"RHPQ+QW5, Gang 2 Jl. Kyai H. Syafiꞌi No.4, Dahanrejo, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.1,11.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Dekatagung,"5HQP+HW8, Jl. Raya Bangsal, Dekatagung, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",4.2,6.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Driyorejo,"Jl. Raya Driyorejo No.79, Dusun Wates, Cangkir, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.2,6.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Glindah,"MFXW+7XG, Karang Mangu, Glindah, Kec. Kedamean, Kabupaten Gresik, Jawa Timur 61175, Indonesia",4.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Gurang Anyar,"PGWQ+PH5, Gurang Dalan, Guranganyar, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.3,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Hendrosari,"QH6J+4H9, Hendrosari, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia",4.8,11.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Ketanen,"Jl. Raya Ketanen No.19, Pantenan, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.0,3.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Manyarejo,"Jl. Kyai Sahlan No.2, Manyarejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.3,4.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Mojosarirejo,"Jl. Raya Mojosarirejo No. 169, RT 08 / RW 03, Desa Mojosarirejo, Driyorejo, Dusun Guo, Sumput, Gresik, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.0,6.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Morowudi,"Jl. Raya Morowudi No.141, Ngepong Sari, Morowudi, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,2.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Ngabetan,"QHJ5+5G9, Jl. Desa Jambu, Ngabetan, Semampir, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Ngampel - Manyar,"WHR6+5HJ, Jl. Ngampel, Ngampel, Pejangganan, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Ngargosari,"Jl. Dewi Sekardadu No.28, Gunungsari, Ngargosari, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61124, Indonesia",3.6,13.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Ngembung,"Jl. Raya Ngembung No.3, Ngembung, Kec. Cerme, Kabupaten Gresik, Jawa Timur 61171, Indonesia",4.9,8.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Pengulu,"Jalan Raden Moh Said 19, Sedagaran, Jl. R.M. Said No.19, Sedagaran, Pengulu, Kec. Sidayu, Kabupaten Gresik, Jawa Timur 61153, Indonesia",5.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Petiken,"Jl. Raya Petiken No.87, Mulung, Petiken, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",4.2,96.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Pongangan,"Jl. Kyai H. Syafiꞌi No.25, Suci, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.2,37.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Prupuh,"Jl. Raya Prupuh No.74, Ketanen, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.0,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Randuagung,"Jl. Randuagung No.2, Setingi, Randuagung, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121, Indonesia",4.4,5.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sawo,"29JG+766, Sawo, Kec. Dukun, Kabupaten Gresik, Jawa Timur 61155, Indonesia",,
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Sembayat,"Jl. Raya Pendopo No.11, Sembayat Timur, Karangrejo, Kec. Manyar, Kabupaten Gresik, Jawa Timur 61151, Indonesia",4.0,1.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Siwalan,"3C6M+FQC, Jl. Raya Siwalan, Siwalan, Kec. Panceng, Kabupaten Gresik, Jawa Timur 61156, Indonesia",4.8,4.0
Kelurahan/Desa,Pemerintahan,Kantor Kepala Desa Slempit,"Jalan Sarijoyo No.164, Desa Kedamean, Slempit, Gresik, Kabupaten Gresik, Jawa Timur 61175, Indonesia",3.6,8.0
