url_produk,nama_produk,harga,lokasi_seller,rating_produk,terjual,badge,nama_toko,url_toko,rating_toko
https://www.lazada.co.id/products/pdp-i8670076974-s16107802079.html,"Pepsodent Pasta Gigi Pencegah Gigi Berlubang Valuepack 2x220gr - Anti-cavity Toothpaste dengan Double Kalsium
Rp22.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7954384840-s14367604780.html,"[Paket isi 2] NUVO FAMILY Sabun Mandi Cair Mild Protect Pouch 800ml
Rp46.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1129582535-s1781556571.html,"Nestlé Dancow 3+ Rasa Madu 3-5 Tahun 1kg x4 (Monthly Pack)
Rp383.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8211496228-s14619288466.html,"Paket Lampu Sen Sein Dajjal dan Flaser Relay Sein Sen Kedip 45 LED Super Terang Motor Universal Motor Mobil MAtic Bebek
Rp10.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8037960758-s14460252652.html,"Systema Toothbrush Smart Clean Soft 3'S
Rp11.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8301270292-s14713802386.html,"Jaring bubu ikan lipatTempat payung Penangkap ikan udang 4 6 8 10 12 16 Lubang Alat Jaring Pancing Jala Ikan Udang Kepiting Lele Lobster Sungai Laut Danau Fish Trap Net
Rp16.800 -42%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6756612073-s12828440107.html,"Honda Paket Oli MPX2 800ml + Gardan 120ml Matic
Rp36.900 -21%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18863769239-s116276096156.html,"SONIK SCENTS SKIN NICE Face Toner AHA Hydrating Exfoliating Brightening 200ml – Lactic Acid, Niacinamide & Hyaluronic Acid
Rp14.800 -63%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8368988014-s14797812528.html,"Redmi Note 14 5G 12/512GB | 108MP AI OIS Camera | MediaTek 7025-Ultra | IP64
Rp3.519.000 -7%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7994556170-s16114980022.html,"BROMEN Brightening Facial Wash 100ml
Rp39.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5941378970-s11416348917.html,"PEWARNA MERAH CABE (30ml)
Rp4.410",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6991552330-s13230082874.html,"Rose Brand Gula Pasir 1kg - TEBU
Rp18.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8726162834-s16164216502.html,"Gumers WFA,Sneakers Pria dan Wanita army,sepatu sport running jogging,sekolah,kerja santai,senam,gym
Rp109.045 -56%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6449220209-s12245584706.html,"METAL FORTIS Shampo Metal 200 / 100 / 60 ML Hair Nourishing Long Life Shampoo Pembersih Dan Penumbuh Rambut MET Orange
Rp20.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7539174181-s13952468130.html,"Vilora Go To School Serut Instan Kerudung Sekolah
Rp34.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5230978789-s16054384281.html,"Polytron 32"" TV Digital PLD 32TV1755 Tower
Rp2.024.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7100168979-s13397698556.html,"Bendik stater Karisma Switch stater Beat Vario Supra x 125
Rp19.700",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8014104897-s14437322191.html,"GATSBY Deodorant Nature Perfume Body Spray Calm Wood
Rp19.530",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5848648627-s14735890203.html,FIURI - ANDO - NITTA PINO 33-43 FULL HITAM - SNEAKERS SPORT KANVAS SOL KARET WANITA PRIA - SEPATU KETS TRENDY ANAK PEREMPUAN LAKI-LAKI - SEPATU OLAHRAGA LARI FITNES SENAM KERJA KULIAH SEKOLAH SD SMP S,-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6451554705-s116279582686.html,"(Gratis Bonus) Paket 3 Pot Eliza Beauty Cream bpom Harga Lebih Hemat eliza beauty cream
Rp105.000 -30%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5717228589-s11168534386.html,"[OFFICIAL STORE] Nalpamara Soap BPOM Original 100% Sabun Arab Pyary
Rp37.400",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5335312814-s10462500820.html,"Exsport Classic RR01 1979 Backpack, Black, L
Rp454.410",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8668150592-s16104794407.html,"Makarizo Asters Scalp Therapy Massager
Rp31.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5744906633-s11198236024.html,"MamyPoko Pants Royal Soft Organic Cotton Girls ukuran XL46 x2 (12-17kg) isi 92pcs [Karton]
Rp242.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7955482334-s14368504183.html,"OLI YAMALUBE SUPER MATIC 1 LITER SAE 10W-40 AT HARGA PERBOTOL 1 BOTOL
Rp60.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6816092094-s14512672130.html,"( SEPAKET ) LEM LCD TOUCHSCREEN T7000 15 ML PLUS JEPITAN PENJEPIT LCD TOUCHSCREEN TC HP 2 PCS
Rp13.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8343768654-s14763528191.html,"Lampu stop LED 32 SMD model cone lampu rem belakang dajjal running flash kedip 12volt dc motor mobil
Rp6.990 -30%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5028986253-s9326048996.html,"MPX1 1 Liter AHM Oil MPX 1 1L
Rp60.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6809824452-s12912652084.html,"BRAVEN ROLL ON FRESH 50ML
Rp15.984",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18844383866-s116264676456.html,"Setelan Anak Crop Top Serut Samping 2 Tali Tangan Panjang & Celana Jeans Kulot Skena Baju Anak Perempuan Kekinian 1-12 Tahun
Rp86.000 -59%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8108506335-s14499172858.html,"LS SKINCARE NIGHT CREAM BOOSTER BRIGHTENING CREAM MALAM SUSAH PUTIH (ELSTM)
Rp50.000 -29%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7524708766-s13939120277.html,"HERCULES Baking Powder Double Acting 110 gr
Rp14.999 -25%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7110532727-s13411564891.html,"[COD] SHAMPO MOBIL 5 LITER/SHAMPO MOTOR/ SHAMPO BUSA MELIMPAH/ SHAMPO MOBIL DAN MOTOR/SHAMPO CUCI MOBIL
Rp15.582 -22%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8010420138-s14433012522.html,"PUCELLE Eau De Luxe Body Spray Lucent 150ml
Rp26.133",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5589696093-s12008740226.html,"Detergen cair laundry varian pink 5 liter
Rp18.900 -10%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7646690461-s14055258364.html,"OLS Sekrup Baja 50pcs 2cm-7cm Gypsum Kayu
Rp5.150 -10%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8601338180-s16058420577.html,"becoming B5 Sheet Mask Mencerahkan 25ml Bundle 3 Box
Rp108.675",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8111198068-s14502382525.html,Wardah UV Shield Airy Smooth Sunscreen Serum SPF 50 PA++++ 25ml - Sunscreen matte dan ringan - Sunscreen Wajah - Meredakan Jerawat - Ringan - Mudah Meresap - Calming and Repair - Boosting Sunscreen - ,-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7704248365-s14168648261.html,"Tissue Nice 360 Helai Paket 5 Pack KEMASAN BARU
Rp37.900 -16%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7246768009-s13578948774.html,"[Paket isi 2] Posh Men Eau de Parfum Black Suit 100ml
Rp43.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8246428580-s116275423484.html,"1 Pak Buku Kraft Ukuran Kwarto 58 & 38 Lembar (Isi 10 Buku)
Rp32.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1877024158-s116280765784.html,"Original Robot M205 2.4Ghz Wireless Mouse with on Off Button Optical 1600Dpi with USB Receiver for Pc, Laptop, Bonus 1 Robot Mousepad for M205 Series Can Be Used on All Windows, Mac Os/Chrome Os / Oli",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4039000870-s11899872782.html,"Lampu Downlight LED 3 watt 2 warna Putih Biru 6w 3 Step 3w + 3w Bulat inbow Kotak Hias Plafon kuning
Rp
20.543
Rp
25.000
-18%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1692024786-s3283718174.html,"Tonjokan Keteng Original Mio Sporty - Mio Smile - Jupiter Z - Vega ZR - Vixion - Jup MX OLD 5MX KD54
Rp
44.550
Rp
45.000
-1%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8616964462-s16022930792.html,"[25/100 Pcs] Paket Pentil Ban Luar Tubeless Pendek TR161 Drat Luar Panjang 33mm
Rp60.000 -8%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7349206583-s13752524684.html,"Honda Oli MPX 2 10W-30 SL JASO MB 0.65L 24pcs
Rp920.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i2155092539-s4141552930.html,"Posh Roll On Soft and Smooth Botol 50ml
Rp15.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7710012728-s14185578084.html,"Headset QKZ AK6 Sport Earphone Bass Gaming Headset Dengan Mic
Rp37.999 -62%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8745190198-s16185288998.html,"200Pcs Baby Cotton Bud Cotton Swab Spiral Ear Pick Korek Kuping Pembersih Telinga Bayi HM1087
Rp9.900 -46%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7542590001-s13955210640.html,"coklat arab turki mix 500gr/coklat turkey mix
Rp40.000 -60%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i2594530142-s4764586557.html,"Baterai ABC Alkaline AA isi 6 pcs 1.5V
Rp29.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7861504029-s14274492182.html,"[Paket Isi 3] KODOMO Pasta Gigi Orange Tube 45GR
Rp13.430",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i565914576-s11990024690.html,"BDL Facial Wash 100gr Papaya
Rp26.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6212656826-s11809462855.html,"Posh Hijab Chic Roll On Refreshing Green 50ml
Rp15.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8167632487-s14570644073.html,"ABS - Adapter Charger Universal All Tipe Batok 65W Non Fast Packing Plastik
Rp10.229 -41%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8256830708-s14666246882.html,"Forvita Margarin Sachet 200gr
Rp6.400",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6684428118-s12709838022.html,"Kaos Polos Anak Ideal Usia 2-16th Unisex Cowok Cewek Kaos Oblong Anak Pakaian Anak
Rp9.900 -75%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6677650667-s12696796140.html,"Topi Apolo Dewasa LAKI LAKI PERTEMPUAN //Pet Cap Hat Casual Terendy Stylis
Rp12.300 -51%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8776060315-s16220542319.html,"GLS - Lampu Darurat LED Tube USB Rechargeable 40W 60W 80W Cahaya Putih 6500K Emergency Lamp Portable
Rp25.880 -35%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8677012473-s16160432568.html,"HIJAB INSTAN OVAL JERSEY / HIJAB PASHMINA INSTAN KAOS JERSEY/ PASHMINA INSTAN KEKINIAN BY ASSYLA HIJAB
Rp25.900 -26%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8409048522-s14849654865.html,"EIEM BEAUTY - RETI-IV 50gr
Rp42.248",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6345988396-s12039742014.html,"TERMURAH [ PAKET 10 LEMBAR ] Wallpaper 3D Foam Batu Bata / Sticker Dinding Timbul Toko Kenzio
Rp34.299 -31%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7862472343-s14275242396.html,"MAMA Lemon Jeruk Nipis 920gr
Rp13.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18814870146-s116252078568.html,"[Paket isi 3] MILO Activ Cube 67.5gr
Rp32.400",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8080932412-s14612598334.html,"Peci Songkok Kopyah Malaysia Super Premium Tebal
Rp82.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7931358996-s14345350368.html,"[Paket isi 2] SOKLIN Deterjen Cair Red 1600ML
Rp59.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8813694129-s16251398980.html,"K Natural White Sabun Mandi Magnolia 6x500ml
Rp133.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7590134280-s13999760139.html,"Rexona Deodoran Roll On Glowing 3x40ml
Rp45.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7860544323-s14273418044.html,"[Paket Isi 6] Systema Sikat Gigi Smart Clean Isi 3 pcs
Rp54.700",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18858822705-s116272882568.html,"PHILIPS DST1030/20 SETRIKA UAP 1000 SERIES 400W ANTI LENGKET ORIGINAL
Rp329.900 -1%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4996762534-s14140238766.html,"Treadmill Manual 15-in-1 Lipat Peredam Kejut
Rp1.018.000 -36%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7718282659-s14210196622.html,"GS Astra Aki Kering GTZ5 Beat Vario Supra X 125
Rp145.927 -23%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8162632825-s14564702629.html,"BOLIZUN STICKER WALL BORDER PREMIUM MOTIF GLOSSY 10cmx5m/10cmx10m
Rp13.900 -50%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i9831311-s12550109.html,"Selection Facial Cotton 50gr
Rp13.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5158048926-s9610850725.html,"Fres & Natural Spray Cologne Hijab Refresh Cotton Dreams Botol 100ML
Rp12.200",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7964254530-s14378834984.html,"COD (1 Lembar Isi 5) Baterai CR2032 Lithium 3V Batre Baterai Jan Tangan Digital
Rp11.000 -56%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5757730901-s11211864369.html,"Viva Special Day Cream Pelembab Wajah UV Filter
Rp8.503",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5194894009-s9758536312.html,"Kahf Skin Energizing & Brightening Face Wash 100ml - Sabun Cuci Muka Pria Membantu Mencerahkan - Mens Face Wash - Perawatan Kulit Pria
Rp42.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8380388458-s14813260721.html,"Tisu Wajah GOLDEN 1000 Helai Embos Pulp
Rp21.000 -30%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7595852115-s14005872921.html,"Ciptadent Toothpaste Maxi Jumbo 225 g
Rp12.600",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5774056476-s11229780760.html,"1 lusin 12 Pasang Kaos Kaki Hitam Putih Sekolah SD, SMP, SMA
Rp28.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8670454973-s16108296271.html,"DAP Kabel Data 2.4A fast charging silicone cable data cable usb micro type-c Lightning soft and durable
Rp7.078",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8635546038-s16052212522.html,"So Fresh Minyak Angin Aromatherapy isi 2
Rp14.900 -26%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7953212542-s14366104649.html,"[Paket isi 2] NUVO Family Sabun Mandi Cair Hygiene Protect Pouch 400ml
Rp23.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8372194015-s14802152997.html,"TERMURAH! CELANA PANJANG TACTICAL PRIA DEWASA SAKU GAMBLOK TRENDY
Rp42.900 -11%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8225202108-s14633152262.html,"Rose Brand Gula Pasir GMP Premium Kristal 1kg
Rp22.999 -12%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7545456639-s13958012290.html,"Termurah Benih Kangkung Super Jumbo 5kg Kualitas Unggul Kemasan Pabrik
Rp162.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4262024419-s7195736126.html,"Liquid Glue Lem Cair Joyko GL-501 30ml
Rp2.800",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18844953581-s116264978461.html,"Parfum laundry wangi,hemat dan berkualitas ukuran 1 liter grade A HANNA
Rp35.000 -42%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i2691000561-s13433144491.html,"Headset / Handsfree Pm-02 Ori Mega Bass Suitable for All Types of Android In-Ear Mobile Phones
Rp
9.306
Rp
50.000
-81%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1692030703-s3283716168.html,"Vanbelt only Vario 110 karbu/Vario 110 techno/Vario 110 CW / Vario 110 Agnes Ori AHM KVB kd281
Rp
55.000
Rp
55.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4524514039-s12651060025.html,"Rubber stamp flash premium import quality
Rp
36.115
Rp
36.500
-1%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8221186063-s14629816818.html,"Han River Air Fryer 8L 650W Visual Touch Screen
Rp465.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8094984921-s14482748902.html,"SELANG 50 METER SERAT BENANG ANTI LUMUT SELANG AIR TAMAN PERKEBUNAN SELANG 1 ROL GRATIS SEMPROTAN
Rp191.100 -2%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8714310418-s16151346656.html,"My Baby Minyak Telon Plus 150ml
Rp34.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6712892543-s12752914196.html,"Minyak Goreng Rose Brand @ 2 Ltr
Rp43.225",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5938516081-s11413052975.html,"Rexona Dry Serum Fresh Sakura 50ml
Rp29.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7970756253-s14386326326.html,"AL FTHRSHOES- Sepatu Sneakers Wanita Korean Style Terbaru JIHYOU Sepatu Kasual
Rp13.999 -78%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8365070329-s14792074018.html,"Seporsi Mie Ayam Sebelum Mati (Brian Khrisna)
Rp77.190",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8698604736-s16134968084.html,"MamyPoko Pants Royal Soft Organic Cotton Girls ukuran M64 x2 (7-12kg) - Popok Bayi
Rp242.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7175070767-s13494200785.html,"(PAKET HEMAT ISI 2) Garnier Bright Complete Brightening Face Wash Skin Care - 100ml x 2 (Pembersih Wajah Untuk Kulit Cerah Cepat)
Rp63.300",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8752642893-s16196230172.html,"Biore Guard Sabun Mandi Anti Bakteri 800ml 9pcs Karton
Rp272.600",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8698250736-s16134550665.html,"MamyPoko Pants X-tra Kering Slim Tidak Gembung XL40
Rp66.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1815816032-s3543280196.html,"koas oblong polos lengan pendek/atasan /t-shirt/atasan kaos/kaos harga grosir BISA UNISEX
Rp16.500 -63%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5941422459-s11416412242.html,"PASTA VANILLA (25ml)
Rp6.566",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8701862513-s16138512024.html,"Merries Good Skin Pants Popok Perlengkapan Bayi XXL (15-25kg) Isi 28 x 4 - isi 112 (Carton) Kurangi Risiko Alergi Pada Kulit Bayi
Rp348.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18815080067-s116252195241.html,"Watsons Calamansi Scented Cream Bath Refill 800ml
Rp26.500 -24%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5527440626-s10982242519.html,"Standar samping Sepeda 12/16/18/20 inch
Rp12.900 -14%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5898786670-s14184184333.html,"CELANA BATIK ANAK DAN DEWASA MENARIK//CELANA BOIM//UKURAN 1 TAHUN -JUMBO//CELANA HARIAN ANAK DAN DEWASA//CELANA BATIK BOIM TERLARIS//CELANA HARIAN SANTAI
Rp18.471 -63%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5439264257-s10828194703.html,"Pensil Pencil Joyko P-125 2B 1 Box 12 Pcs
Rp12.903",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7520688101-s13935258750.html,"POLYTRON SMART DIGITAL TV 24"" PLD 24CV1869
Rp1.860.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8697684735-s16134054971.html,"Regulator Quantum QRL-03 REKONDISI yg sangat aman dan irit gas
Rp29.500 -16%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8810846880-s16249130878.html,"MY BABY Kids Shampoo & Conditioner Refill 200 mL
Rp12.573",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8247468726-s14654570091.html,"Ekonomi Pencuci Piring Natural Jeruk Nipis Botol 650Ml
Rp9.200",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7000690799-s13242962958.html,"TERMURAH 2 PCS LEM TIKUS SUPER LENGKET TERMURAH DAN GRATIS ONGKIR
Rp12.500 -21%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8136586764-s14531944669.html,"ED - IKATAN RAMBUT TWIST SPIRAL ANAK MODEL KUPU-KUPU GAYA KOREA / AKSESORIS IKAT RAMBUT ANAK
Rp5.970 -37%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7961148800-s14375366623.html,"[Paket isi 6] SUKSESS Mie Instan Goreng Rendang 132g
Rp24.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7384746512-s13798710823.html,"TONER GLOW MAKER MS GLOW TERBARU BPOM
Rp37.000 -63%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1526812597-s16253564061.html,"Happy Kemiriku Sampo Vitamin E 100ml 3/6pcs Anti Rontok
Rp42.611",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7176694087-s13496206590.html,"Fres & Natural Cologne BT21 Persona Blush Botol 100ml
Rp12.200",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6937346918-s13140010320.html,"KANTONG PLASTIK SAMPAH TRASH BAG 50X75 / 60X100 / 90X120
Rp9.399",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8148722712-s14612242417.html,"PAKET PELANGGAN BARU 6pack Tisu Basah Bayi DR.BABY 80s - Tanpa Pewangi, BPA Free, Lembut & Aman untuk Kulit Sensitif
Rp27.295 -45%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7398676546-s13811914681.html,"Viva Anti Aging Serum with Sodium Hyaluronate & Collagen (20ml)
Rp24.092",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18872490189-s116281765332.html,"1 HARI KIRIM 3 PCS HIASAN DINDING ESTETIK 3D KALIGRAFI MEWAH MOTIF TERBARU ISTIMEWA 10x28 CM
Rp20.999 -70%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8252576158-s16194868921.html,"Siceling Deterjen Cair Laundry 5 Liter Pewangi Pembersih Pakaian Berkualitas Sakura Fresh
Rp32.340 -46%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4078102636-s6862694804.html,"Shinzui Bar Soap Sakura 80gr isi 3pcs
Rp21.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1692024671-s3283678618.html,"Noken as Original Mio Sporty / Mio Smile / Fino 115 Karbu / Mio Soul Karbu / Mio New 5Tl Kd263
Rp
68.500
Rp
68.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4645728816-s14335992116.html,"Tapaxco Men's Women's Shoulder Bag Joy 2in1 Slingbag & Pouchbag Casual Local Brand Canvas Cordura
Rp
27.000
Rp
120.000
-78%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i4686308298-s16066034895.html,"bawang goreng marzuki siap santap probolinggo 500 gr
Rp
58.212
Rp
89.000
-35%",-,Kab. Gresik,-,-,-,-,-,-
