url_produk,nama_produk,harga,lokasi_seller,rating_produk,terjual,badge,nama_toko,url_toko,rating_toko
https://www.lazada.co.id/products/pdp-i18814888661-s116252064738.html,"[Paket isi 6] MILO Activ Cube 67.5gr
Rp64.778",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8107724459-s14498218675.html,"Ultra Mimi Susu UHT Cokelat 125ml isi 40 pcs [Karton]
Rp124.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8696068075-s16132620858.html,"Nestlé Dancow 5+ Rasa Madu 1kg x2
Rp190.100",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8040782164-s14461700574.html,"[Paket isi 4] Beli 4 Gratis 1 - Sweety Bronze Dry X-Pert Pants L28 (11-15kg)
Rp225.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7559738664-s13971496649.html,"CELANA KULOT SCUBA WANITA VARIAN 2 KANCING DEPAN
Rp14.999 -57%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8200280486-s14607358423.html,"paket lengkap isi 18 pcs baju bayi baru lahir 0-3 bulan motiv pul prin
Rp22.000 -24%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8192912016-s14598864098.html,"TEPUNG TERIGU TULIP 1 KG
Rp11.900",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5997102173-s11525694062.html,"Lampu Bohlam Emergency LED Bulb Magic 10W 15W 20W 25W 30W 10 15 20 25 30 Watt Lampu Darurat Otomatis Nyala Saat Listrik Padam
Rp21.650",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6715138354-s12757008395.html,"[Paket isi 2] EKONOMI Power Liquid Jeruk Nipis 650ML
Rp15.500",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1323708640-s16246278284.html,"ACS COLLECTION - Kaos Polos Pria Vneck Tangan Pendek/ KAOS TERLARIS
Rp23.900 -60%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8256076901-s14665126030.html,"Viva Gold Whitening Serum with Triple Brightening Power, 2% Vitamin C, 4% Niacinamide, & Collagen - 20ml
Rp25.308",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6008294151-s11562300705.html,"AZZURA Compact Powder 14gr
Rp27.300",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i6776070073-s116277139062.html,"Busi Motor Champion z9y 10 pcs untuk Motor Honda Grand Supra Mio Jupiter smash Dan lain lain
Rp62.200 -17%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i18865284565-s116277466374.html,"Flare Highwaist Jeans Cutbray Celana Jeans wanita Cutbray Tulang Model Terbaru
Rp110.000 -54%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8312788912-s14729208240.html,"HWLB 6 SET Mainan Clay / Soft Clay 72 PCS Mainan Anak Lilin Clay Bantal Warna Warni
Rp35.800 -49%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i5966138466-s11443246017.html,"(24pc) Lem colek/lem kertas/lem murah/glue
Rp14.774",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7228998369-s13559016774.html,"[Paket isi 2] Giv Beauty Sabun Mandi Cair Pink Pouch 400ml
Rp23.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8378414883-s16081544018.html,"PEN KENKO HITECH 0,28M
Rp42.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7699766798-s14157558024.html,"3 in 1 Filter Air Aquarium Gantung 3W 250L/Jam Penyaring Akuarium Aquascape
Rp40.000 -68%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8644622626-s16065760887.html,"Baygon aerosol 600+75ml Jumbo
Rp39.000",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i1706670341-s11583314095.html,"Real pick celana chinos pendek pria / chinos pendek pria / celana chinos pria / celana cino / celana cinos pria / celana cino pria / celana pendek chinos pria /PENGUASA 53
Rp39.900 -50%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i7974878899-s14391398611.html,"Hamidah - Hijab Adeeva Bergo size L Hamidah/Bergo Hamidah
Rp25.999 -32%",-,Kab. Gresik,-,-,-,-,-,-
https://www.lazada.co.id/products/pdp-i8766300513-s16209962486.html,"Viva Serum Retinol 20ml 3X Retinoid Niacinamide
Rp27.664",-,Kab. Gresik,-,-,-,-,-,-
