shortcode,link_postingan,teks_asli,teks_bersih,sentimen,skor,topik
DYf3_OezRPF,https://www.instagram.com/p/DYf3_OezRPF/,ariez_jabrix,ariez_jabrix,netral,0.992,umum
DZ_qdOCmJSh,https://www.instagram.com/p/DZ_qdOCmJSh/,maswignyo_paktani_n90,maswignyo_paktani_n90,netral,0.991,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,bugurusayanggggg,bugurusayanggggg,positif,0.679,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,ghofursetiakes,ghofursetiakes,netral,0.685,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,masojol_holic46,masojol_holic46,netral,0.989,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,alirosidi15,alirosidi15,netral,0.802,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,hady_suprianto,hady_suprianto,netral,0.982,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,hafidalvino6,hafidalvino6,netral,0.761,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,abang.golan,abanggolan,negatif,0.969,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,nofiyanto92,nofiyanto92,netral,0.855,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,mardaniamelia,mardaniamelia,positif,0.51,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,depoacm1,depoacm1,netral,0.872,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,arjhon_aron,arjhon_aron,netral,0.992,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,suhardi_____,suhardi_____,netral,0.983,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,syafrilariantonoo,syafrilariantonoo,netral,0.91,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,prasetyo_katalog,prasetyo_katalog,netral,0.988,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,akbrprmbd_,akbrprmbd_,netral,0.957,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,kuli.lokal,kulilokal,negatif,0.985,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,rachmaddwii,rachmaddwii,netral,0.887,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,rosi__.__,rosi____,netral,0.822,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,enryco17,enryco17,netral,0.543,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,wildans016,wildans016,netral,0.743,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,_fjrasshidiq_,_fjrasshidiq_,netral,0.769,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,upok26,upok26,positif,0.639,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,sultan_sultanan_,sultan_sultanan_,netral,0.474,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,mas.lum,maslum,positif,0.863,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,arjunagustino,arjunagustino,netral,0.694,umum
DY5PrBkTMi4,https://www.instagram.com/p/DY5PrBkTMi4/,rzlfrdsh,rzlfrdsh,netral,0.73,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,maureenanggraeni,maureenanggraeni,netral,0.921,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,deenacamalea,deenacamalea,positif,0.692,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,ellawinet,ellawinet,netral,0.662,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,devy_ummahisyam_kahfi,devy_ummahisyam_kahfi,netral,0.986,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,isvy_roni,isvy_roni,netral,0.978,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,khay_yaroh,khay_yaroh,netral,0.735,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,dioyuans,dioyuans,positif,0.507,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,alice.henim,alicehenim,netral,0.692,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,syel_shelxx,syel_shelxx,netral,0.929,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,taurus_2403,taurus_2403,netral,0.989,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,ibunya_annaskhalid,ibunya_annaskhalid,netral,0.991,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,asha.at.the.cinema,ashaatthecinema,netral,0.928,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,titiksetyawati54,titiksetyawati54,netral,0.942,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,nell_faqiih15,nell_faqiih15,netral,0.943,umum
DTxMJaPEZ7q,https://www.instagram.com/p/DTxMJaPEZ7q/,ria_mayalestari,ria_mayalestari,netral,0.99,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,clay.ducation,clayducation,positif,0.878,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,wonggresik,wonggresik,netral,0.848,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,llistyaa.mustofa,llistyaamustofa,netral,0.851,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,cak.haliem,cakhaliem,positif,0.541,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,haqisilva16,haqisilva16,netral,0.752,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,r.ianto,rianto,netral,0.66,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,lokergresikinfo,lokergresikinfo,netral,0.978,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,masfufahanggraini,masfufahanggraini,netral,0.84,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,eloks_homemade,eloks_homemade,positif,0.588,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,rifqieihsan,rifqieihsan,positif,0.886,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,rizkiendahsusilaputri,rizkiendahsusilaputri,netral,0.918,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,ggeefre4k,ggeefre4k,negatif,0.892,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,maratul_22,maratul_22,netral,0.953,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,liyaainurrusyda,liyaainurrusyda,positif,0.73,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,lulukalkhair,lulukalkhair,positif,0.954,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,tirtogunawan,tirtogunawan,netral,0.658,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,nuruloctaviianii,nuruloctaviianii,netral,0.89,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,labib.jalal,labibjalal,positif,0.899,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,rizqaisha,rizqaisha,positif,0.725,umum
DVN0ulUErXv,https://www.instagram.com/p/DVN0ulUErXv/,susilo_3103,susilo_3103,netral,0.982,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,masmas_gabut,masmas_gabut,negatif,0.994,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,alfin_nur_hudha,alfin_nur_hudha,netral,0.992,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,liam4ismail,liam4ismail,netral,0.505,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,ess_wawan,ess_wawan,netral,0.947,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,cakiruull,cakiruull,positif,0.799,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,misbachdrajat,misbachdrajat,netral,0.612,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,sandyroid,sandyroid,netral,0.797,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,febri.wijayanta,febriwijayanta,netral,0.92,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,cempling,cempling,positif,0.974,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,mai_bundanianada,mai_bundanianada,netral,0.987,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,aviq_viz99,aviq_viz99,netral,0.985,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,faj4rzzz_,faj4rzzz_,positif,0.9,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,ah.zer_,ahzer_,positif,0.656,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,faik_rck,faik_rck,netral,0.976,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,bagussusanto68,bagussusanto68,netral,0.579,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,ilhamdrajat74,ilhamdrajat74,netral,0.752,umum
DT49pmCAfHq,https://www.instagram.com/p/DT49pmCAfHq/,alfin_anggoro,alfin_anggoro,netral,0.991,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,infoduduksampeyan,infoduduksampeyan,netral,0.975,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,fridaayuhapsari,fridaayuhapsari,netral,0.919,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,vhirman16,vhirman16,netral,0.763,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,ilhamags26,ilhamags26,netral,0.865,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,yngtrhrmtbejo,yngtrhrmtbejo,netral,0.918,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,taapattaa,taapattaa,positif,0.914,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,dimas__1966,dimas__1966,netral,0.919,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,angkasa_ahmd,angkasa_ahmd,netral,0.984,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,mamaibrahim_musyaffa,mamaibrahim_musyaffa,netral,0.98,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,bakulmanuk2020,bakulmanuk2020,netral,0.99,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,cayyow,cayyow,positif,0.975,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,izzydiyant0412,izzydiyant0412,netral,0.981,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,puput_wulandari1409,puput_wulandari1409,netral,0.993,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,hilalfahmi24,hilalfahmi24,netral,0.883,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,reyhanzzz_07,reyhanzzz_07,netral,0.861,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,erikwp_,erikwp_,netral,0.582,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,cakyoo.ae.73,cakyooae73,netral,0.884,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,cettanath.zz,cettanathzz,positif,0.981,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,nnd4_blyan,nnd4_blyan,netral,0.969,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,a.abeyy__,aabeyy__,positif,0.981,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,ddindaani_,ddindaani_,netral,0.639,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,favianinnddra,favianinnddra,positif,0.585,umum
Dam88SSP6c_,https://www.instagram.com/p/Dam88SSP6c_/,alifyazazaa,alifyazazaa,positif,0.621,umum
DNdEV4NJiC8,https://www.instagram.com/p/DNdEV4NJiC8/,yuristififi,yuristififi,positif,0.679,umum
DNdEV4NJiC8,https://www.instagram.com/p/DNdEV4NJiC8/,masterchymaster,masterchymaster,positif,0.665,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,cendhol24,cendhol24,netral,0.731,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,n0bn0b2,n0bn0b2,positif,0.795,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,nala____7,nala____7,netral,0.982,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,adinda_pinky,adinda_pinky,netral,0.981,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,dekdar_v1,dekdar_v1,netral,0.983,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,c4ncerrorr,c4ncerrorr,netral,0.638,umum
DXgf8N_AXCU,https://www.instagram.com/p/DXgf8N_AXCU/,drgbyu.17,drgbyu17,positif,0.808,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,polresgresik_official,polresgresik_official,netral,0.996,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,henikargianti.dns,henikargiantidns,netral,0.761,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,budionosiswati,budionosiswati,netral,0.888,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,mozura99,mozura99,positif,0.51,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,whdhatika,whdhatika,positif,0.975,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,st4rr.fru1tt,st4rrfru1tt,positif,0.831,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,iyungrda,iyungrda,positif,0.683,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,ygapratam_,ygapratam_,positif,0.564,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,renno8891,renno8891,netral,0.901,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,risdahlza,risdahlza,netral,0.657,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,michi_michielacyla,michi_michielacyla,netral,0.991,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,thbullss,thbullss,positif,0.554,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,chiciacuaa,chiciacuaa,positif,0.877,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,aina.mdh,ainamdh,positif,0.961,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,diazisco.kt,diaziscokt,netral,0.609,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,bakhrudeon_bndl,bakhrudeon_bndl,netral,0.957,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,ucyboyy.nt,ucyboyynt,netral,0.698,umum
DZ18Ydrjzhd,https://www.instagram.com/p/DZ18Ydrjzhd/,alana_achmad.m,alana_achmadm,netral,0.988,umum
DZ18Ydrjzhd,https://www.instagram.com/p/DZ18Ydrjzhd/,naiyylh,naiyylh,negatif,0.923,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,infogresik,infogresik,netral,0.981,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,bukhosia,bukhosia,positif,0.839,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,vellarahman_,vellarahman_,netral,0.848,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,fabillaalf,fabillaalf,positif,0.803,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,sultanzico5,sultanzico5,positif,0.539,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,andxxhrnds_,andxxhrnds_,netral,0.885,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,aldianpalekaa_,aldianpalekaa_,netral,0.905,umum
CGjNby3At3e,https://www.instagram.com/p/CGjNby3At3e/,hamizan.alfarezel,hamizanalfarezel,netral,0.917,umum
